dataset,label,feature_battery,task_type,best_model,n_features,n_train,n_val,n_test,timestamp,train_best_loss,train_best_model,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_n_classes,train_class_distribution,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_n_classes,val_class_distribution,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,test_n_classes,test_class_distribution,train_r2,train_mse,train_rmse,train_mae,train_mean_target,train_std_target,val_r2,val_mse,val_rmse,val_mae,val_mean_target,val_std_target,test_r2,test_mse,test_rmse,test_mae,test_mean_target,test_std_target,error
AFC_scr_label,scr_label,all_features,classification,ExtraTreesClassifier,472.0,1532.0,512.0,510.0,2026-02-11T02:49:58.685749,0.7425440098953376,ExtraTreesClassifier,0.3590078328981723,0.3632442252103381,0.3592018377000842,0.348862105559944,,5.0,"{0.0: 305, 25.0: 307, 50.0: 301, 75.0: 314, 100.0: 305}",0.38671875,0.399116819133209,0.3854697661494236,0.3830346675604229,,5.0,"{0.0: 103, 25.0: 97, 50.0: 101, 75.0: 109, 100.0: 102}",0.2627450980392157,0.2507277623459034,0.2619862728031045,0.243552805875473,,5.0,"{0.0: 96, 25.0: 104, 50.0: 101, 75.0: 104, 100.0: 105}",,,,,,,,,,,,,,,,,,,
AFC_scr_label,scr_label,complex_features,classification,ExtraTreesClassifier,373.0,1532.0,512.0,510.0,2026-02-11T02:39:56.691193,0.7382607706765572,ExtraTreesClassifier,0.4255874673629243,0.4399208170473451,0.4255502142569956,0.4206594995184126,,5.0,"{0.0: 305, 25.0: 307, 50.0: 301, 75.0: 314, 100.0: 305}",0.501953125,0.5065587592835299,0.5014057876406124,0.500111683474364,,5.0,"{0.0: 103, 25.0: 97, 50.0: 101, 75.0: 109, 100.0: 102}",0.2411764705882353,0.2347274749721913,0.2421779004823559,0.2298933400124503,,5.0,"{0.0: 96, 25.0: 104, 50.0: 101, 75.0: 104, 100.0: 105}",,,,,,,,,,,,,,,,,,,
AFC_scr_label,scr_label,distance_features,classification,LGBMClassifier,25.0,1532.0,512.0,510.0,2026-02-11T02:44:57.242621,0.7618195527817988,LGBMClassifier,0.5672323759791122,0.5968093991044263,0.5664351495014125,0.5712789796860129,,5.0,"{0.0: 305, 25.0: 307, 50.0: 301, 75.0: 314, 100.0: 305}",0.806640625,0.8071618666809084,0.8064077844106242,0.8060561995082542,,5.0,"{0.0: 103, 25.0: 97, 50.0: 101, 75.0: 109, 100.0: 102}",0.1941176470588235,0.1949898878470307,0.1945930801871395,0.192245769684456,,5.0,"{0.0: 96, 25.0: 104, 50.0: 101, 75.0: 104, 100.0: 105}",,,,,,,,,,,,,,,,,,,
AFC_scr_label,scr_label,extended_features,classification,RandomForestClassifier,63.0,1532.0,512.0,510.0,2026-02-11T02:34:54.864672,0.7477505616392259,RandomForestClassifier,0.5078328981723238,0.5132394274462914,0.5077772693141107,0.5063058963866236,,5.0,"{0.0: 305, 25.0: 307, 50.0: 301, 75.0: 314, 100.0: 305}",0.53125,0.5472656045934772,0.5307207149938423,0.5329021511904386,,5.0,"{0.0: 103, 25.0: 97, 50.0: 101, 75.0: 109, 100.0: 102}",0.1980392156862745,0.1940964335962761,0.1978536067892503,0.1949460767812502,,5.0,"{0.0: 96, 25.0: 104, 50.0: 101, 75.0: 104, 100.0: 105}",,,,,,,,,,,,,,,,,,,
AFC_scr_label,scr_label,simple_features,classification,LGBMClassifier,13.0,1532.0,512.0,510.0,2026-02-11T02:29:54.292476,0.7520798150512905,LGBMClassifier,0.5593994778067886,0.5600321168093496,0.5592225791878651,0.5591145617330135,,5.0,"{0.0: 305, 25.0: 307, 50.0: 301, 75.0: 314, 100.0: 305}",0.595703125,0.6030398872861453,0.5953479844041649,0.5967979801501747,,5.0,"{0.0: 103, 25.0: 97, 50.0: 101, 75.0: 109, 100.0: 102}",0.2333333333333333,0.2363807768508433,0.2332120190040982,0.2315461836325542,,5.0,"{0.0: 96, 25.0: 104, 50.0: 101, 75.0: 104, 100.0: 105}",,,,,,,,,,,,,,,,,,,
APP_known_label,known_label,all_features,classification,ExtraTreesClassifier,476.0,2666.0,941.0,939.0,2026-02-11T03:15:04.612767,0.3500525210084033,ExtraTreesClassifier,0.9797449362340586,0.9860471967047612,0.946370918122442,0.9647743822230574,0.946370918122442,2.0,"{0.0: 2177, 1.0: 489}",0.9723698193411264,0.9802903540270732,0.9494745655060916,0.9635440880210756,0.9494745655060916,2.0,"{0.0: 690, 1.0: 251}",0.77209797657082,0.6969306011400933,0.6099434626419462,0.6225940951093081,0.6099434626419461,2.0,"{0.0: 703, 1.0: 236}",,,,,,,,,,,,,,,,,,,
APP_known_label,known_label,complex_features,classification,LGBMClassifier,377.0,2666.0,941.0,939.0,2026-02-11T03:05:01.995788,0.3522821335286888,LGBMClassifier,0.885596399099775,0.8257770410277663,0.7658355196969996,0.7903410911916855,0.7658355196969996,2.0,"{0.0: 2177, 1.0: 489}",0.873538788522848,0.8624624499332443,0.800970032911831,0.8243403291412867,0.8009700329118309,2.0,"{0.0: 690, 1.0: 251}",0.7603833865814696,0.6700094796188195,0.623230947271982,0.6352428520374779,0.623230947271982,2.0,"{0.0: 703, 1.0: 236}",,,,,,,,,,,,,,,,,,,
APP_known_label,known_label,distance_features,classification,LGBMClassifier,29.0,2666.0,941.0,939.0,2026-02-11T03:10:02.426766,0.3443177452446929,LGBMClassifier,0.9028507126781696,0.857545590795685,0.7993923271081853,0.823913360030051,0.7993923271081853,2.0,"{0.0: 2177, 1.0: 489}",0.8894792773645058,0.8808087938684953,0.8270483284254287,0.848592115848753,0.8270483284254287,2.0,"{0.0: 690, 1.0: 251}",0.7752928647497338,0.6989870214973515,0.6317808665043276,0.6470585091696134,0.6317808665043277,2.0,"{0.0: 703, 1.0: 236}",,,,,,,,,,,,,,,,,,,
APP_known_label,known_label,extended_features,classification,XGBClassifier,67.0,2666.0,941.0,939.0,2026-02-11T02:59:59.945444,0.3348291338652632,XGBClassifier,0.8270817704426107,0.7118087557603687,0.714149976562933,0.7129647729515308,0.714149976562933,2.0,"{0.0: 2177, 1.0: 489}",0.8342189160467588,0.7901573142064975,0.7779606212829839,0.7836322473380735,0.7779606212829839,2.0,"{0.0: 690, 1.0: 251}",0.7763578274760383,0.698763263298433,0.6704920799479229,0.6812070771737866,0.670492079947923,2.0,"{0.0: 703, 1.0: 236}",,,,,,,,,,,,,,,,,,,
APP_known_label,known_label,simple_features,classification,XGBClassifier,17.0,2666.0,941.0,939.0,2026-02-11T02:54:59.322256,0.3297092933283865,XGBClassifier,0.8304576144036009,0.715725539880802,0.6210785184016202,0.6437615885268854,0.6210785184016202,2.0,"{0.0: 2177, 1.0: 489}",0.7725823591923485,0.7215682322112478,0.6269357353195912,0.6415046642455315,0.6269357353195912,2.0,"{0.0: 690, 1.0: 251}",0.7497337593184239,0.6381059470264867,0.5499704655592256,0.540056069117172,0.5499704655592256,2.0,"{0.0: 703, 1.0: 236}",,,,,,,,,,,,,,,,,,,
APP_meta_certainty_label,meta_certainty_label,all_features,classification,LGBMClassifier,476.0,2669.0,937.0,940.0,2026-02-11T03:40:09.327832,0.0,LGBMClassifier,1.0,1.0,1.0,1.0,,6.0,"{0.0: 732, 1.0: 79, 2.0: 55, 3.0: 147, 4.0: 361, 5.0: 1295}",1.0,1.0,1.0,1.0,,6.0,"{0.0: 126, 1.0: 40, 2.0: 35, 3.0: 62, 4.0: 154, 5.0: 520}",1.0,1.0,1.0,1.0,,6.0,"{0.0: 441, 1.0: 12, 2.0: 6, 3.0: 19, 4.0: 70, 5.0: 392}",,,,,,,,,,,,,,,,,,,
APP_meta_certainty_label,meta_certainty_label,complex_features,classification,XGBClassifier,377.0,2669.0,937.0,940.0,2026-02-11T03:30:07.229989,0.0,XGBClassifier,1.0,1.0,1.0,1.0,,6.0,"{0.0: 732, 1.0: 79, 2.0: 55, 3.0: 147, 4.0: 361, 5.0: 1295}",1.0,1.0,1.0,1.0,,6.0,"{0.0: 126, 1.0: 40, 2.0: 35, 3.0: 62, 4.0: 154, 5.0: 520}",1.0,1.0,1.0,1.0,,6.0,"{0.0: 441, 1.0: 12, 2.0: 6, 3.0: 19, 4.0: 70, 5.0: 392}",,,,,,,,,,,,,,,,,,,
APP_meta_certainty_label,meta_certainty_label,distance_features,classification,LGBMClassifier,29.0,2669.0,937.0,940.0,2026-02-11T03:35:07.506695,0.0,LGBMClassifier,1.0,1.0,1.0,1.0,,6.0,"{0.0: 732, 1.0: 79, 2.0: 55, 3.0: 147, 4.0: 361, 5.0: 1295}",1.0,1.0,1.0,1.0,,6.0,"{0.0: 126, 1.0: 40, 2.0: 35, 3.0: 62, 4.0: 154, 5.0: 520}",1.0,1.0,1.0,1.0,,6.0,"{0.0: 441, 1.0: 12, 2.0: 6, 3.0: 19, 4.0: 70, 5.0: 392}",,,,,,,,,,,,,,,,,,,
APP_meta_certainty_label,meta_certainty_label,extended_features,classification,LGBMClassifier,67.0,2669.0,937.0,940.0,2026-02-11T03:25:05.438737,0.0,LGBMClassifier,1.0,1.0,1.0,1.0,,6.0,"{0.0: 732, 1.0: 79, 2.0: 55, 3.0: 147, 4.0: 361, 5.0: 1295}",1.0,1.0,1.0,1.0,,6.0,"{0.0: 126, 1.0: 40, 2.0: 35, 3.0: 62, 4.0: 154, 5.0: 520}",1.0,1.0,1.0,1.0,,6.0,"{0.0: 441, 1.0: 12, 2.0: 6, 3.0: 19, 4.0: 70, 5.0: 392}",,,,,,,,,,,,,,,,,,,
APP_meta_certainty_label,meta_certainty_label,simple_features,classification,LGBMClassifier,17.0,2669.0,937.0,940.0,2026-02-11T03:20:04.972995,0.0,LGBMClassifier,1.0,1.0,1.0,1.0,,6.0,"{0.0: 732, 1.0: 79, 2.0: 55, 3.0: 147, 4.0: 361, 5.0: 1295}",1.0,1.0,1.0,1.0,,6.0,"{0.0: 126, 1.0: 40, 2.0: 35, 3.0: 62, 4.0: 154, 5.0: 520}",1.0,1.0,1.0,1.0,,6.0,"{0.0: 441, 1.0: 12, 2.0: 6, 3.0: 19, 4.0: 70, 5.0: 392}",,,,,,,,,,,,,,,,,,,
APP_mod_label,mod_label,all_features,classification,LGBMClassifier,476.0,2669.0,937.0,940.0,2026-02-11T04:05:31.875773,0.5673984296134066,LGBMClassifier,0.9610340951667292,0.9739259847197306,0.9341792769834226,0.952914361122828,,4.0,"{1.0: 384, 2.0: 384, 3.0: 383, 9.0: 1518}",0.9573105656350054,0.9712570271164022,0.9255113322277502,0.946777104233345,,4.0,"{1.0: 134, 2.0: 134, 3.0: 135, 9.0: 534}",0.6670212765957447,0.5128108466845734,0.4812911041883004,0.4920221592968401,,4.0,"{1.0: 135, 2.0: 135, 3.0: 135, 9.0: 535}",,,,,,,,,,,,,,,,,,,
APP_mod_label,mod_label,complex_features,classification,LGBMClassifier,377.0,2669.0,937.0,940.0,2026-02-11T03:55:22.733251,0.5800698907006384,LGBMClassifier,1.0,1.0,1.0,1.0,,4.0,"{1.0: 384, 2.0: 384, 3.0: 383, 9.0: 1518}",1.0,1.0,1.0,1.0,,4.0,"{1.0: 134, 2.0: 134, 3.0: 135, 9.0: 534}",0.6659574468085107,0.5230635250152522,0.478054690204223,0.4930470630446289,,4.0,"{1.0: 135, 2.0: 135, 3.0: 135, 9.0: 535}",,,,,,,,,,,,,,,,,,,
APP_mod_label,mod_label,distance_features,classification,ExtraTreesClassifier,29.0,2669.0,937.0,940.0,2026-02-11T04:00:23.203810,0.6193101304344322,ExtraTreesClassifier,0.7339827650805545,0.8207147124352656,0.5554052455714198,0.6226944310689361,,4.0,"{1.0: 384, 2.0: 384, 3.0: 383, 9.0: 1518}",0.7097118463180363,0.8633391289948666,0.4964379103235383,0.5616651342811372,,4.0,"{1.0: 134, 2.0: 134, 3.0: 135, 9.0: 534}",0.5702127659574469,0.3479452663745572,0.3252336448598131,0.3203438918770084,,4.0,"{1.0: 135, 2.0: 135, 3.0: 135, 9.0: 535}",,,,,,,,,,,,,,,,,,,
APP_mod_label,mod_label,extended_features,classification,LGBMClassifier,67.0,2669.0,937.0,940.0,2026-02-11T03:50:14.618312,0.5836959460684834,LGBMClassifier,0.9988759835144247,0.9995069033530573,0.9980451751523064,0.9987745204241816,,4.0,"{1.0: 384, 2.0: 384, 3.0: 383, 9.0: 1518}",0.992529348986126,0.9967652495378928,0.9869679380873412,0.991782213005571,,4.0,"{1.0: 134, 2.0: 134, 3.0: 135, 9.0: 534}",0.6212765957446809,0.434043706413985,0.414122533748702,0.4194355784395121,,4.0,"{1.0: 135, 2.0: 135, 3.0: 135, 9.0: 535}",,,,,,,,,,,,,,,,,,,
APP_mod_label,mod_label,simple_features,classification,ExtraTreesClassifier,17.0,2669.0,937.0,940.0,2026-02-11T03:45:09.731752,0.6225065549815081,ExtraTreesClassifier,0.8714874484825778,0.9382526113140052,0.7780106748285156,0.8384932448415607,,4.0,"{1.0: 384, 2.0: 384, 3.0: 383, 9.0: 1518}",0.887940234791889,0.9509119035306424,0.8058474792082038,0.8615766057869467,,4.0,"{1.0: 134, 2.0: 134, 3.0: 135, 9.0: 534}",0.5765957446808511,0.3625906047695457,0.3418830044998269,0.3400987716943043,,4.0,"{1.0: 135, 2.0: 135, 3.0: 135, 9.0: 535}",,,,,,,,,,,,,,,,,,,
ASD_ready_data_fixations_ASD_label,ASD_label,all_features,classification,CatBoostClassifier,462.0,4555.0,1528.0,1515.0,2026-02-11T04:30:41.777111,0.3195578944125826,CatBoostClassifier,0.766410537870472,0.7664515444425151,0.7662869357446074,0.7663213260647102,0.7662869357446074,2.0,"{0: 2251, 1: 2304}",0.7611256544502618,0.7611609476074197,0.7611085983703734,0.7611083626208175,0.7611085983703735,2.0,"{0: 762, 1: 766}",0.6871287128712872,0.6871037340927232,0.6871291719247851,0.6871056741099129,0.6871291719247851,2.0,"{0: 748, 1: 767}",,,,,,,,,,,,,,,,,,,
ASD_ready_data_fixations_ASD_label,ASD_label,complex_features,classification,LGBMClassifier,372.0,4555.0,1528.0,1515.0,2026-02-11T04:20:36.439263,0.379635926208461,LGBMClassifier,0.6425905598243689,0.6428184065143658,0.6422304785835925,0.6420622278857386,0.6422304785835925,2.0,"{0: 2251, 1: 2304}",0.6145287958115183,0.6146256992248275,0.6144833233965858,0.6143898972682709,0.6144833233965858,2.0,"{0: 762, 1: 766}",0.6105610561056105,0.6105213532807228,0.6105329117542477,0.6105228758169935,0.6105329117542477,2.0,"{0: 748, 1: 767}",,,,,,,,,,,,,,,,,,,
ASD_ready_data_fixations_ASD_label,ASD_label,distance_features,classification,RandomForestClassifier,24.0,4555.0,1528.0,1515.0,2026-02-11T04:25:37.204150,0.4083358083529949,RandomForestClassifier,0.6603732162458836,0.6720679844302297,0.6587764620045411,0.6530899191012398,0.6587764620045412,2.0,"{0: 2251, 1: 2304}",0.6668848167539267,0.6817109309999907,0.6665073360607991,0.6596353260643617,0.6665073360607993,2.0,"{0: 762, 1: 766}",0.6290429042904291,0.6382585796934633,0.6272955608698381,0.6208276478782415,0.6272955608698381,2.0,"{0: 748, 1: 767}",,,,,,,,,,,,,,,,,,,
ASD_ready_data_fixations_ASD_label,ASD_label,extended_features,classification,RandomForestClassifier,53.0,4555.0,1528.0,1515.0,2026-02-11T04:15:34.003494,0.3213595412481653,RandomForestClassifier,0.6974753018660812,0.6975167269990268,0.6975365308319759,0.6974728376753723,0.697536530831976,2.0,"{0: 2251, 1: 2304}",0.68782722513089,0.6878249815397636,0.6878233726006182,0.6878238824649567,0.6878233726006181,2.0,"{0: 762, 1: 766}",0.695049504950495,0.6956787429070275,0.6953492668846607,0.6949792042170292,0.6953492668846608,2.0,"{0: 748, 1: 767}",,,,,,,,,,,,,,,,,,,
ASD_ready_data_fixations_ASD_label,ASD_label,simple_features,classification,CatBoostClassifier,12.0,4555.0,1528.0,1515.0,2026-02-11T04:10:32.838461,0.3136042967554568,CatBoostClassifier,0.7187705817782657,0.7187772315403895,0.7188065913606299,0.7187627741608137,0.7188065913606299,2.0,"{0: 2251, 1: 2304}",0.7172774869109948,0.7172824023628901,0.7172824023628901,0.7172774869109948,0.71728240236289,2.0,"{0: 762, 1: 766}",0.7049504950495049,0.7052048823016566,0.705127624120645,0.7049422676666255,0.705127624120645,2.0,"{0: 748, 1: 767}",,,,,,,,,,,,,,,,,,,
Age_study_group_category_label,group_category_label,all_features,classification,LGBMClassifier,478.0,4365.0,1519.0,1507.0,2026-02-11T04:55:53.452930,0.5544904170482106,LGBMClassifier,1.0,1.0,1.0,1.0,,4.0,"{7.0: 1102, 8.0: 1102, 10.0: 1097, 11.0: 1064}",0.999341672152732,0.9993351063829788,0.9993386243386244,0.999335984691493,,4.0,"{7.0: 376, 8.0: 375, 10.0: 378, 11.0: 390}",0.4412740544127405,0.441240833991075,0.4415849063414986,0.4413078359802652,,4.0,"{7.0: 377, 8.0: 378, 10.0: 378, 11.0: 374}",,,,,,,,,,,,,,,,,,,
Age_study_group_category_label,group_category_label,complex_features,classification,LGBMClassifier,379.0,4365.0,1519.0,1507.0,2026-02-11T04:45:45.425775,0.5612909219576218,LGBMClassifier,0.5072164948453608,0.5065788411916647,0.5079592674910172,0.5065796636252677,,4.0,"{7.0: 1102, 8.0: 1102, 10.0: 1097, 11.0: 1064}",0.5082290980908493,0.5012251782844765,0.5071406164757228,0.5020729913594373,,4.0,"{7.0: 376, 8.0: 375, 10.0: 378, 11.0: 390}",0.424684804246848,0.4213977489522275,0.4250044523878195,0.4224953969646386,,4.0,"{7.0: 377, 8.0: 378, 10.0: 378, 11.0: 374}",,,,,,,,,,,,,,,,,,,
Age_study_group_category_label,group_category_label,distance_features,classification,LGBMClassifier,31.0,4365.0,1519.0,1507.0,2026-02-11T04:50:45.819623,0.6742153807113854,LGBMClassifier,0.3706758304696449,0.383594336476681,0.3706359239460673,0.3735038985500029,,4.0,"{7.0: 1102, 8.0: 1102, 10.0: 1097, 11.0: 1064}",0.402238314680711,0.4140921474577994,0.4021306622849175,0.4046636041804236,,4.0,"{7.0: 376, 8.0: 375, 10.0: 378, 11.0: 390}",0.3045786330457863,0.3163739759802752,0.3046644400599776,0.3079028744995216,,4.0,"{7.0: 377, 8.0: 378, 10.0: 378, 11.0: 374}",,,,,,,,,,,,,,,,,,,
Age_study_group_category_label,group_category_label,extended_features,classification,LGBMClassifier,69.0,4365.0,1519.0,1507.0,2026-02-11T04:40:43.282964,0.5749806021672714,LGBMClassifier,0.4815578465063001,0.4808720517508299,0.4822054734091067,0.4796206858724252,,4.0,"{7.0: 1102, 8.0: 1102, 10.0: 1097, 11.0: 1064}",0.4845292955892034,0.4793429702108279,0.4833928636375444,0.4803735724971354,,4.0,"{7.0: 376, 8.0: 375, 10.0: 378, 11.0: 390}",0.4100862641008626,0.4067844764289762,0.4103607027035019,0.4065006280774559,,4.0,"{7.0: 377, 8.0: 378, 10.0: 378, 11.0: 374}",,,,,,,,,,,,,,,,,,,
Age_study_group_category_label,group_category_label,simple_features,classification,LGBMClassifier,19.0,4365.0,1519.0,1507.0,2026-02-11T04:35:42.325402,0.5833847051673172,LGBMClassifier,0.4600229095074455,0.4598963946105568,0.4608461329115704,0.4586520353243362,,4.0,"{7.0: 1102, 8.0: 1102, 10.0: 1097, 11.0: 1064}",0.4621461487820935,0.4564748856805949,0.4609357372336096,0.4569170515509144,,4.0,"{7.0: 376, 8.0: 375, 10.0: 378, 11.0: 390}",0.4001327140013271,0.3981230699374014,0.4003923636276577,0.3968290382510436,,4.0,"{7.0: 377, 8.0: 378, 10.0: 378, 11.0: 374}",,,,,,,,,,,,,,,,,,,
Age_study_meta_age_label,meta_age_label,all_features,classification,LGBMClassifier,477.0,4327.0,1532.0,1532.0,2026-02-11T05:23:11.299338,0.0,LGBMClassifier,1.0,1.0,1.0,1.0,,3.0,"{0.0: 1266, 1.0: 1657, 2.0: 1404}",1.0,1.0,1.0,1.0,,3.0,"{0.0: 508, 1.0: 640, 2.0: 384}",1.0,1.0,1.0,1.0,,3.0,"{0.0: 510, 1.0: 640, 2.0: 382}",,,,,,,,,,,,,,,,,,,
Age_study_meta_age_label,meta_age_label,complex_features,classification,LGBMClassifier,378.0,4327.0,1532.0,1532.0,2026-02-11T05:11:25.001993,0.0,LGBMClassifier,1.0,1.0,1.0,1.0,,3.0,"{0.0: 1266, 1.0: 1657, 2.0: 1404}",1.0,1.0,1.0,1.0,,3.0,"{0.0: 508, 1.0: 640, 2.0: 384}",1.0,1.0,1.0,1.0,,3.0,"{0.0: 510, 1.0: 640, 2.0: 382}",,,,,,,,,,,,,,,,,,,
Age_study_meta_age_label,meta_age_label,distance_features,classification,LGBMClassifier,30.0,4327.0,1532.0,1532.0,2026-02-11T05:16:25.398076,0.0,LGBMClassifier,1.0,1.0,1.0,1.0,,3.0,"{0.0: 1266, 1.0: 1657, 2.0: 1404}",1.0,1.0,1.0,1.0,,3.0,"{0.0: 508, 1.0: 640, 2.0: 384}",1.0,1.0,1.0,1.0,,3.0,"{0.0: 510, 1.0: 640, 2.0: 382}",,,,,,,,,,,,,,,,,,,
Age_study_meta_age_label,meta_age_label,extended_features,classification,LGBMClassifier,68.0,4327.0,1532.0,1532.0,2026-02-11T05:05:54.734766,0.0,LGBMClassifier,1.0,1.0,1.0,1.0,,3.0,"{0.0: 1266, 1.0: 1657, 2.0: 1404}",1.0,1.0,1.0,1.0,,3.0,"{0.0: 508, 1.0: 640, 2.0: 384}",1.0,1.0,1.0,1.0,,3.0,"{0.0: 510, 1.0: 640, 2.0: 382}",,,,,,,,,,,,,,,,,,,
Age_study_meta_age_label,meta_age_label,simple_features,classification,LGBMClassifier,18.0,4327.0,1532.0,1532.0,2026-02-11T05:00:54.052618,0.0,LGBMClassifier,1.0,1.0,1.0,1.0,,3.0,"{0.0: 1266, 1.0: 1657, 2.0: 1404}",1.0,1.0,1.0,1.0,,3.0,"{0.0: 508, 1.0: 640, 2.0: 384}",1.0,1.0,1.0,1.0,,3.0,"{0.0: 510, 1.0: 640, 2.0: 382}",,,,,,,,,,,,,,,,,,,
Baseline_group_category_label,group_category_label,all_features,classification,LGBMClassifier,471.0,7269.0,2445.0,2486.0,2026-02-11T05:49:03.148593,0.5544159838096276,LGBMClassifier,0.7128903563076077,0.7151016470749623,0.7129724654477544,0.7120254985148218,,4.0,"{7.0: 1822, 8.0: 1824, 10.0: 1818, 11.0: 1805}",0.7419222903885481,0.7422758696971732,0.7427730275342634,0.7413503670012794,,4.0,"{7.0: 624, 8.0: 624, 10.0: 623, 11.0: 574}",0.4609814963797264,0.4578906732352542,0.4611129466945269,0.4579999859124037,,4.0,"{7.0: 622, 8.0: 623, 10.0: 622, 11.0: 619}",,,,,,,,,,,,,,,,,,,
Baseline_group_category_label,group_category_label,complex_features,classification,LGBMClassifier,372.0,7269.0,2445.0,2486.0,2026-02-11T05:38:50.951958,0.5687974146893153,LGBMClassifier,0.8803136607511349,0.8815460367358583,0.8803458779224509,0.8804581704480625,,4.0,"{7.0: 1822, 8.0: 1824, 10.0: 1818, 11.0: 1805}",0.8940695296523518,0.8941185263797947,0.8945429156916894,0.8940202762566971,,4.0,"{7.0: 624, 8.0: 624, 10.0: 623, 11.0: 574}",0.4356395816572808,0.4331407842250866,0.4357543169877188,0.4333079532160587,,4.0,"{7.0: 622, 8.0: 623, 10.0: 622, 11.0: 619}",,,,,,,,,,,,,,,,,,,
Baseline_group_category_label,group_category_label,distance_features,classification,XGBClassifier,24.0,7269.0,2445.0,2486.0,2026-02-11T05:43:51.675868,0.7381487813132475,XGBClassifier,0.3319576282844958,0.3327835217600762,0.3318932019167911,0.3313351842713423,,4.0,"{7.0: 1822, 8.0: 1824, 10.0: 1818, 11.0: 1805}",0.3398773006134969,0.3391648648063781,0.339335419935413,0.3387516739766202,,4.0,"{7.0: 624, 8.0: 624, 10.0: 623, 11.0: 574}",0.2662912308930008,0.266285872311677,0.2662623194611309,0.2659539456326708,,4.0,"{7.0: 622, 8.0: 623, 10.0: 622, 11.0: 619}",,,,,,,,,,,,,,,,,,,
Baseline_group_category_label,group_category_label,extended_features,classification,LGBMClassifier,62.0,7269.0,2445.0,2486.0,2026-02-11T05:33:14.661490,0.5883600132742232,LGBMClassifier,0.4191773283807951,0.4160015213697811,0.4193238124335663,0.4151417174125354,,4.0,"{7.0: 1822, 8.0: 1824, 10.0: 1818, 11.0: 1805}",0.4462167689161554,0.441654106046416,0.4481151912511532,0.4417870357873892,,4.0,"{7.0: 624, 8.0: 624, 10.0: 623, 11.0: 574}",0.414320193081255,0.4087325249389041,0.4144170654229778,0.4085986686358337,,4.0,"{7.0: 622, 8.0: 623, 10.0: 622, 11.0: 619}",,,,,,,,,,,,,,,,,,,
Baseline_group_category_label,group_category_label,simple_features,classification,LGBMClassifier,12.0,7269.0,2445.0,2486.0,2026-02-11T05:28:11.999963,0.593241575553664,LGBMClassifier,0.4355482184619617,0.4330620977862528,0.4356528052413484,0.4314653479637174,,4.0,"{7.0: 1822, 8.0: 1824, 10.0: 1818, 11.0: 1805}",0.4453987730061349,0.4420986432272803,0.4472505419468628,0.4426371366183302,,4.0,"{7.0: 624, 8.0: 624, 10.0: 623, 11.0: 574}",0.415124698310539,0.409798440367784,0.4152241497003825,0.409625557069598,,4.0,"{7.0: 622, 8.0: 623, 10.0: 622, 11.0: 619}",,,,,,,,,,,,,,,,,,,
Bias_group_category_label,group_category_label,all_features,classification,CatBoostClassifier,472.0,6034.0,2075.0,2082.0,2026-02-11T06:15:42.200362,0.5367210468374772,CatBoostClassifier,0.7298641034139874,0.7334556694543026,0.7301443758415547,0.7290255177881729,,4.0,"{7.0: 1516, 8.0: 1521, 10.0: 1512, 11.0: 1485}",0.7518072289156627,0.7537869576468251,0.7516758065321584,0.7514954234672679,,4.0,"{7.0: 513, 8.0: 526, 10.0: 519, 11.0: 517}",0.4779058597502401,0.470082458244167,0.4780349012905934,0.4719029607341846,,4.0,"{7.0: 524, 8.0: 519, 10.0: 520, 11.0: 519}",,,,,,,,,,,,,,,,,,,
Bias_group_category_label,group_category_label,complex_features,classification,XGBClassifier,373.0,6034.0,2075.0,2082.0,2026-02-11T06:04:26.233958,0.5597689473959004,XGBClassifier,0.8400729201193239,0.8425537734931908,0.8402822101129894,0.8400875970031673,,4.0,"{7.0: 1516, 8.0: 1521, 10.0: 1512, 11.0: 1485}",0.8559036144578314,0.8570126820392633,0.8558785127882809,0.855981131211801,,4.0,"{7.0: 513, 8.0: 526, 10.0: 519, 11.0: 517}",0.4490874159462055,0.4399168575497177,0.4491939165498491,0.4424543051419698,,4.0,"{7.0: 524, 8.0: 519, 10.0: 520, 11.0: 519}",,,,,,,,,,,,,,,,,,,
Bias_group_category_label,group_category_label,distance_features,classification,LGBMClassifier,25.0,6034.0,2075.0,2082.0,2026-02-11T06:09:26.699690,0.7326436912956332,LGBMClassifier,0.5561816373881339,0.5573316186112991,0.5559739297942058,0.5560082956080025,,4.0,"{7.0: 1516, 8.0: 1521, 10.0: 1512, 11.0: 1485}",0.5542168674698795,0.5562586606902247,0.554298570948879,0.5546885986286076,,4.0,"{7.0: 513, 8.0: 526, 10.0: 519, 11.0: 517}",0.2310278578290105,0.2308413717350214,0.2309942601008986,0.2306166212955031,,4.0,"{7.0: 524, 8.0: 519, 10.0: 520, 11.0: 519}",,,,,,,,,,,,,,,,,,,
