Participant,gaze_timestamp,norm_pos_x,norm_pos_y,tekst
1,317242.6948085,0.2415812173636587,0.5038057372545666,1
1,317242.70108,0.2462851677800524,0.5063638631770857,1
1,317242.7084025,0.2410663334739347,0.5172432538041534,1
1,317242.7151965,0.2392912257292448,0.5154045951015291,1
1,317242.7216325,0.2391439904733046,0.5163815125579276,1
1,317242.7287665,0.2392886248008939,0.5165128426133379,1
1,317242.7350845,0.2431555369247915,0.5066509842691289,1
1,317242.7413105,0.2445410447840262,0.5087065264867476,1
1,317242.747539,0.2452537993635104,0.5080477130408383,1
1,317242.753954,0.2442095320261482,0.5063792853744218,1
1,317242.7605615,0.2452298069063819,0.5043732214409147,1
1,317242.7668025,0.2458510073001552,0.5052230649421858,1
1,317242.773274,0.2449506645540911,0.5075828868062189,1
1,317242.779258,0.2448900474076305,0.5073022083327885,1
1,317242.78544,0.2458061331075871,0.5045412158481639,1
1,317242.792105,0.2459123701248229,0.5046852549878906,1
1,317242.7989655,0.2457756039305616,0.5049655401083726,1
1,317242.805314,0.2458730378251843,0.5053177050826605,1
1,317242.81176,0.24537316945794,0.5040422775839772,1
1,317242.817425,0.2459645554493122,0.5043761867099192,1
1,317242.823701,0.2461582593603362,0.5019240872645412,1
1,317242.829929,0.2467319763359539,0.5030363666577529,1
1,317242.835534,0.2458490678402674,0.5054723946880415,1
1,317242.841168,0.2450941743401787,0.5042181093568558,1
1,317242.847781,0.2427212672736854,0.5092879141035382,1
1,317242.854248,0.2420230045065361,0.5094251762539272,1
1,317242.86176,0.23726509765791,0.5194689229275582,1
1,317242.871082,0.2360005271394812,0.5179537041011031,1
1,317242.877572,0.2366188170981403,0.5162468220508458,1
1,317242.885995,0.236189743196749,0.5151338983127118,1
1,317242.8919845,0.2367022278961963,0.5110065167407356,1
1,317242.8977065,0.2358354445586359,0.5091922211208697,1
1,317242.90292,0.2351296009748154,0.5132781642275859,1
1,317242.9081395,0.2334434978479276,0.5083586217033371,1
1,317242.9134535,0.2465324273050378,0.4558041721597448,1
1,317242.9191115,0.2422529075085151,0.442270752196535,1
1,317242.9246055,0.2465726832295685,0.4238786105941728,1
1,317242.9297545,0.2477485683447753,0.4265858794119168,1
1,317242.935095,0.2464551279360645,0.4308628028642403,1
1,317242.940909,0.247156438351583,0.4318397403943095,1
1,317242.946877,0.2464071027794752,0.4367258029366354,1
1,317242.9528375,0.2458464982096364,0.436082679303837,1
1,317242.958508,0.2462429330447096,0.4334515823518927,1
1,317242.96518,0.2473038534989609,0.4351673022997034,1
1,317242.971315,0.2469419475132275,0.4371639676820678,1
1,317242.977447,0.2463859595734039,0.4362337172649973,1
1,317242.9837244999,0.2469357206717602,0.4374650515460843,1
1,317242.990616,0.2474639297435646,0.4383370771609663,1
1,317242.9975515,0.2492428795305122,0.4297644945145578,1
1,317243.0045085,0.2487836180738459,0.4292334846034009,1
1,317243.011151,0.2469934166829653,0.4361818760580007,1
1,317243.017989,0.2467032814474699,0.4358787959678807,1
1,317243.024352,0.2468793781778196,0.4352048489084837,1
1,317243.0305975,0.2470928360084788,0.4368439172803136,1
1,317243.0370775,0.2469316730260518,0.4366878064623592,1
1,317243.0434075,0.2470627217057908,0.433643784810883,1
1,317243.0495575,0.2468636290043058,0.4332477073981664,1
1,317243.0552285,0.24653523634686,0.4340884777166423,1
1,317243.0607805,0.2465767775073244,0.4336264455337329,1
1,317243.0669864999,0.246379911899604,0.4335898203652562,1
1,317243.0728955,0.246308931114779,0.4336624173655395,1
1,317243.079311,0.2478890195011214,0.4286464193244797,1
1,317243.085908,0.2481560574041932,0.4291954741453026,1
1,317243.092069,0.2478015868378583,0.4296109065944336,1
1,317243.097927,0.2469970055079385,0.4281443165154997,1
1,317243.1041095,0.2468669425240737,0.4306190513635784,1
1,317243.1101614999,0.2477935199331602,0.4323497800160254,1
1,317243.1164635,0.2472316429392345,0.4309967411274869,1
1,317243.122744,0.2472326327552059,0.4278836050214068,1
1,317243.1287215,0.2460476422270768,0.4246044256138362,1
1,317243.134881,0.24255120735448,0.4184899965999733,1
1,317243.140876,0.2397088598924109,0.4139905325096862,1
1,317243.1471895,0.2378685830296368,0.4106407673987604,1
1,317243.1537375,0.2395603825955321,0.4071530704370332,1
1,317243.160303,0.2408269740372306,0.4092161865778934,1
1,317243.1664095,0.2413620060937403,0.4081931607266682,1
1,317243.172582,0.2409886449687386,0.4078102092902185,1
1,317243.179358,0.2404799439077499,0.4064468899979374,1
1,317243.186205,0.240762123198123,0.4062504119433186,1
1,317243.192685,0.2407912040743723,0.4065114013898068,1
1,317243.1989045,0.240811751983963,0.4067081909990264,1
1,317243.2047875,0.2408089636626105,0.4076216603010323,1
1,317243.21037,0.2408026114394595,0.4076270531495112,1
1,317243.2158705,0.2403128938299552,0.4072550096238388,1
1,317243.221363,0.2403160148943364,0.4070847358529619,1
1,317243.227497,0.2400193360028267,0.4101783200594298,1
1,317243.233471,0.2393219146641838,0.4089725666347874,1
1,317243.2400355,0.2398948841572324,0.4096744433852138,1
1,317243.2464965,0.2397991320987121,0.409786534920201,1
1,317243.2546535,0.2399618109364159,0.4105675159660791,1
1,317243.2623105,0.2399369595569345,0.4106241246006164,1
1,317243.268506,0.2394348398341508,0.4097216294815382,1
1,317243.2740465,0.2386618123201805,0.4084760867994248,1
1,317243.2802615,0.2384017547522728,0.4090937700372308,1
1,317243.285851,0.2386521515987656,0.4093416345659193,1
1,317243.292544,0.2389929477474606,0.4099226361054207,1
1,317243.2986735,0.2411523188462876,0.4038260276776526,1
1,317243.3056475,0.2402172586340594,0.4084816529448716,1
1,317243.312668,0.2399279307086273,0.4076760167410498,1
1,317243.319443,0.2404425451047603,0.4053854855423111,1
1,317243.326082,0.2402073559598144,0.4048946836896334,1
1,317243.3324055,0.2405147793434832,0.4059295465792445,1
1,317243.338829,0.240667154538726,0.4062145441244098,1
1,317243.34578,0.2402053064299761,0.4052874224885699,1
1,317243.352596,0.2402266004467428,0.4050748819447705,1
1,317243.3586735,0.2367171186024271,0.4128767373907749,1
1,317243.364583,0.2354467855149194,0.4118166212200265,1
1,317243.3709249999,0.2332866601264021,0.4177287706806538,1
1,317243.376751,0.1985000849225633,0.5029711620487234,1
1,317243.3828525,0.199032246456091,0.5096052315447821,1
1,317243.388871,0.2006864563284987,0.5142281987663466,1
1,317243.394631,0.2054406941061924,0.5015796755289443,1
1,317243.401003,0.2044341308864297,0.4992820815484436,1
1,317243.4068345,0.2050124257814465,0.495143921396263,1
1,317243.4127975,0.2046769108473274,0.4947018852842859,1
1,317243.418925,0.2029108295596105,0.5031970668567283,1
1,317243.425039,0.2029056727020366,0.5033667879601467,1
1,317243.431065,0.2037769181049782,0.5011555115967639,1
1,317243.4373525,0.2040115239805322,0.5015727307309703,1
1,317243.443094,0.2035157146883782,0.5022627424208821,1
1,317243.4488075,0.2032190777582752,0.5018126575737369,1
1,317243.4561505,0.2027275783894424,0.5050640260315333,1
1,317243.4642675,0.203076963370858,0.5056832373944928,1
1,317243.4709755,0.2029762980345344,0.507290298200374,1
1,317243.47726,0.2033932924699045,0.5081172428971712,1
1,317243.483364,0.2044417076231877,0.5050433593996502,1
1,317243.489494,0.2039944625396775,0.5046560755744736,1
1,317243.495439,0.2028272612752486,0.5052761944698716,1
1,317243.50174,0.2029821963027567,0.505141564744406,1
1,317243.507623,0.203571307173255,0.5054389434506987,1
1,317243.5137395,0.2036846369396574,0.5054440699441329,1
1,317243.5196895,0.2035359280918128,0.5064279906170128,1
1,317243.5257645,0.2036801199902403,0.5069953690502587,1
1,317243.531457,0.2035849981521753,0.507388498917166,1
1,317243.5381285,0.2035245332574824,0.5072550711738302,1
1,317243.5441309999,0.2028066505795154,0.5089339435577926,1
1,317243.55049,0.202210011178785,0.507972244252386,1
1,317243.5572345,0.2029394714765971,0.506364946668441,1
1,317243.563543,0.2030550630034336,0.5065070812354264,1
1,317243.5702265,0.2029508822264514,0.5071661355392081,1
1,317243.5765025,0.2028241740864907,0.5071640037731697,1
1,317243.5823785,0.2026902831701856,0.5072127100254136,1
1,317243.5886455,0.2030101983107393,0.5078833032128784,1
1,317243.595363,0.2016425508646336,0.5104204656409195,1
1,317243.601242,0.201478873039779,0.5103660108709818,1
1,317243.6078495,0.2029045651959791,0.5085666757626086,1
1,317243.6144665,0.2032133218272643,0.5089496098015616,1
1,317243.620751,0.2165619834849322,0.4987223283933702,1
1,317243.627444,0.2408294150038088,0.5320866547352665,1
1,317243.633292,0.2643284345490047,0.512380998703776,1
1,317243.6400355,0.2658322682066485,0.5140686082179684,1
1,317243.6460145,0.2696657093938315,0.5116127689713039,1
1,317243.65208,0.270370228648873,0.5125716472363564,1
1,317243.658524,0.2737983183856256,0.5054544836819161,1
1,317243.664771,0.2737347013798974,0.505284520914671,1
1,317243.670662,0.2742456155536992,0.5032725138470653,1
1,317243.6772815,0.2746021070187243,0.5038203729468904,1
1,317243.683197,0.2744096536874281,0.5051502667996886,1
1,317243.689327,0.2740615583659398,0.5047845768837647,1
1,317243.6947885,0.2741427588821166,0.5042054670747547,1
1,317243.7009635,0.2732155396666895,0.5027793001392382,1
1,317243.7068695,0.2741007972399618,0.5017015873377204,1
1,317243.713023,0.2738747063507772,0.5013410673142147,1
1,317243.7190085,0.274405084771197,0.500586528209439,1
1,317243.724982,0.2749734861638942,0.5016029459522855,1
1,317243.73074,0.2729954500482448,0.5039347415448958,1
1,317243.737288,0.2730999643757999,0.5041698070357796,1
1,317243.743987,0.2738150387973102,0.5020726171212573,1
1,317243.7502514999,0.2732468676609798,0.5009726997231496,1
1,317243.7565245,0.272887692826175,0.5025848443687266,1
1,317243.7624665,0.2732558711118305,0.5032786159124925,1
1,317243.76793,0.2741735574187416,0.5015911222028819,1
1,317243.7732935,0.2743405178074063,0.5014429112838457,1
1,317243.779473,0.2737341210756288,0.5004023722054285,1
1,317243.78501,0.2742813208773978,0.499157257358263,1
1,317243.790537,0.2744690928612554,0.4994364344389055,1
1,317243.7968815,0.2740437414499555,0.4995432504868944,1
1,317243.803024,0.2733962570233839,0.4989533942481472,1
1,317243.808731,0.2730585779271451,0.5022097497891451,1
1,317243.8144245,0.2736086368101418,0.5026297985046142,1
1,317243.8208425,0.2732078196510557,0.5027367063917296,1
1,317243.8264985,0.2731174732107728,0.5026273368343652,1
1,317243.833362,0.2730470262218754,0.5027564906755231,1
1,317243.8400955,0.2723153808052325,0.5017686981052947,1
1,317243.8466465,0.2727179140924623,0.5022006859930741,1
1,317243.852582,0.2724402472175767,0.5063568257548354,1
1,317243.8586205,0.2724484835428296,0.5041267116696275,1
1,317243.86459,0.2729530637068454,0.5047262406086901,1
1,317243.870852,0.2872587117435552,0.4958491966555414,1
1,317243.8770865,0.2967656981319866,0.5068559641965606,1
1,317243.8852645,0.3143715182171487,0.4918116856418493,1
1,317243.8929249999,0.331187231330369,0.5089541508147022,1
1,317243.898998,0.3309506737637866,0.5084766961891347,1
1,317243.9053655,0.3375624479477821,0.5018883421970628,1
1,317243.9121045,0.3373447471047593,0.5024580624052675,1
1,317243.918633,0.3375994628964456,0.5026817097980398,1
1,317243.9247395,0.3379871309607445,0.5028065489606348,1
1,317243.931566,0.3386645818150527,0.5020562167349567,1
1,317243.9376955,0.3383886021526683,0.5009346366251464,1
1,317243.943598,0.3383053006369803,0.4995336473378274,1
1,317243.9499075,0.3381989378682295,0.500069437032451,1
1,317243.9556694999,0.3373193944487216,0.5029102644175225,1
1,317243.961927,0.336898162163247,0.5030659191070299,1
1,317243.9684925,0.3369288404524475,0.502152765842169,1
1,317243.9744955,0.3373942209948524,0.5017468075254641,1
1,317243.9804465,0.3384825987843136,0.4992172771550827,1
1,317243.9866305,0.3381558407435987,0.498906026701917,1
1,317243.9925095,0.3378617544614126,0.4997762102586023,1
1,317243.999459,0.338076554373786,0.5011304832398906,1
1,317244.006996,0.3377904830230349,0.5026887978591219,1
1,317244.0135455,0.3373422127444927,0.5018118091996797,1
1,317244.0195,0.336686591982172,0.5023156128242334,1
1,317244.025772,0.3364831558467802,0.505718644801874,1
1,317244.0325735,0.3372601929354175,0.5070347318022357,1
1,317244.04007,0.3383665585045197,0.5044961613763803,1
1,317244.0461905,0.3383174059988052,0.5042535153320813,1
1,317244.052734,0.3377687185960587,0.5036830107307821,1
1,317244.058906,0.3368809794441594,0.5063180111099257,1
1,317244.0654165,0.3379706160587839,0.5075849101037306,1
1,317244.0718935,0.3386711277032104,0.506591464343856,1
1,317244.0771015,0.3389050430388476,0.5073858245069687,1
1,317244.0824825,0.3386312640893863,0.5076977131475928,1
1,317244.08856,0.3345120365287997,0.5000398798811574,1
1,317244.093894,0.3351914622240333,0.4928420147420525,1
1,317244.0993795,0.3360413295931384,0.4446490273856227,1
1,317244.104941,0.3219383463006871,0.4180899576626587,1
1,317244.1100815,0.3271085200986814,0.3084992341921975,1
1,317244.115034,0.3085907184862835,0.271170592891778,1
1,317244.1213069999,0.317926353821206,0.1081011927765445,1
1,317244.127373,0.3023005405960246,0.07705554285267624,1
1,317244.1348095,0.3046230340545737,0.08009677771512713,1
1,317244.1421165,0.3028197084808966,0.08905863751321874,1
1,317244.148761,0.30362287328912,0.08972628838070307,1
1,317244.1550725,0.299873889043047,0.09346244401261572,1
1,317244.1609615,0.302569798644063,0.08571896618175856,1
1,317244.1669905,0.3022687190636928,0.08506253531355412,1
1,317244.1728485,0.3009899468608497,0.09096967655489152,1
1,317244.17929,0.3012545325341982,0.09123781407953402,1
1,317244.1853555,0.3020803312950573,0.08953542466947795,1
1,317244.191074,0.3022354105482279,0.08982337765458226,1
1,317244.197973,0.3022888751419597,0.08056827752295703,1
1,317244.204656,0.3022389895786946,0.0803800607771592,1
1,317244.2119435,0.3019043043202316,0.08388430642457934,1
1,317244.218784,0.3019432706696374,0.08380379506726854,1
1,317244.225168,0.3017149510284956,0.08354337756347263,1
1,317244.2312265,0.3014166151872955,0.08118940913091421,1
1,317244.2375895,0.3019970882066128,0.07943997684525073,1
1,317244.243717,0.3019233202189806,0.07918213018649567,1
1,317244.248842,0.3002017843497526,0.08298677041226199,1
1,317244.2544335,0.3001575414025401,0.08316927521042317,1
1,317244.2611805,0.3007976294018198,0.08274957160884355,1
1,317244.2674809999,0.3008901766948204,0.08292466791985476,1
1,317244.273837,0.3088236773650044,0.03891340144197386,1
1,317244.280188,0.3106618474724439,0.03863950941074279,1
1,317244.287417,0.3064823586091592,0.0505956791876514,1
1,317244.2956075,0.3058220184200629,0.05032879373050037,1
1,317244.301512,0.3068929642033718,0.05485370974692216,1
1,317244.307101,0.3069670705626688,0.05520319794749184,1
1,317244.3126435,0.3065784108183962,0.05239239778951799,1
1,317244.318054,0.3065692771897339,0.05231283200136261,1
1,317244.3241724999,0.3077755704312963,0.0484843205925074,1
1,317244.3306239999,0.308015943843106,0.04880269530465853,1
1,317244.3371875,0.3066617785827877,0.05089044362972572,1
1,317244.343378,0.3067245883328127,0.05059610631111866,1
1,317244.3504515,0.3083855860197886,0.0495023553416587,1
1,317244.3571625,0.3082594095387465,0.04916980697235829,1
1,317244.36383,0.3074990509757569,0.05314434353380193,1
