Participant name,Recording name,Recording resolution height,Recording resolution width,Eyetracker timestamp,Gaze point X,Gaze point Y,Pupil diameter right,Pupil diameter left,Eye movement type
Participant0001,Recording1,1080,1920,511697106.0,917.0,188.0,2.81,2.91,Saccade
Participant0001,Recording1,1080,1920,511705443.0,960.0,219.0,,,Saccade
Participant0001,Recording1,1080,1920,511713771.0,980.0,262.0,,,Saccade
Participant0001,Recording1,1080,1920,511722162.0,980.0,245.0,3.0,2.8,Saccade
Participant0001,Recording1,1080,1920,511730440.0,947.0,267.0,,,Saccade
Participant0001,Recording1,1080,1920,511738771.0,947.0,210.0,,,Saccade
Participant0001,Recording1,1080,1920,511747102.0,964.0,196.0,2.89,2.94,Unclassified
Participant0001,Recording1,1080,1920,511755491.0,982.0,180.0,,,Unclassified
Participant0001,Recording1,1080,1920,511763765.0,976.0,220.0,,,Unclassified
Participant0001,Recording1,1080,1920,511772099.0,931.0,262.0,2.96,2.98,Unclassified
Participant0001,Recording1,1080,1920,511780433.0,955.0,223.0,,,Unclassified
Participant0001,Recording1,1080,1920,511788818.0,921.0,160.0,,,Unclassified
Participant0001,Recording1,1080,1920,511797095.0,948.0,200.0,2.89,3.04,Saccade
Participant0001,Recording1,1080,1920,511805490.0,907.0,235.0,,,Saccade
Participant0001,Recording1,1080,1920,511813816.0,910.0,229.0,,,Saccade
Participant0001,Recording1,1080,1920,511822093.0,932.0,205.0,2.97,2.94,Saccade
Participant0001,Recording1,1080,1920,511830490.0,907.0,204.0,,,Saccade
Participant0001,Recording1,1080,1920,511838757.0,905.0,276.0,,,Saccade
Participant0001,Recording1,1080,1920,511847147.0,890.0,254.0,,3.07,Unclassified
Participant0001,Recording1,1080,1920,511855474.0,927.0,227.0,,,Saccade
Participant0001,Recording1,1080,1920,511863813.0,966.0,208.0,,,Saccade
Participant0001,Recording1,1080,1920,511872141.0,971.0,207.0,3.21,2.97,Unclassified
Participant0001,Recording1,1080,1920,511880424.0,960.0,195.0,,,Saccade
Participant0001,Recording1,1080,1920,511888753.0,917.0,182.0,,,Saccade
Participant0001,Recording1,1080,1920,511897084.0,887.0,167.0,3.02,2.98,Saccade
Participant0001,Recording1,1080,1920,511905424.0,802.0,151.0,,,Saccade
Participant0001,Recording1,1080,1920,511913749.0,704.0,93.0,,,Saccade
Participant0001,Recording1,1080,1920,511922081.0,681.0,94.0,3.54,3.1,Saccade
Participant0001,Recording1,1080,1920,511930417.0,630.0,69.0,,,Saccade
Participant0001,Recording1,1080,1920,511938746.0,605.0,79.0,,,Fixation
Participant0001,Recording1,1080,1920,511947078.0,593.0,72.0,3.64,3.01,Fixation
Participant0001,Recording1,1080,1920,511955418.0,672.0,84.0,,,Fixation
Participant0001,Recording1,1080,1920,511963743.0,545.0,29.0,,,Fixation
Participant0001,Recording1,1080,1920,511972076.0,615.0,58.0,2.99,3.02,Fixation
Participant0001,Recording1,1080,1920,511980410.0,620.0,80.0,,,Fixation
Participant0001,Recording1,1080,1920,511988741.0,630.0,76.0,,,Fixation
Participant0001,Recording1,1080,1920,511997073.0,608.0,116.0,3.14,2.94,Fixation
Participant0001,Recording1,1080,1920,512005463.0,657.0,49.0,,,Fixation
Participant0001,Recording1,1080,1920,512013741.0,619.0,100.0,,,Fixation
Participant0001,Recording1,1080,1920,512022071.0,626.0,89.0,3.05,3.01,Fixation
Participant0001,Recording1,1080,1920,512030473.0,635.0,81.0,,,Fixation
Participant0001,Recording1,1080,1920,512038734.0,624.0,83.0,,,Fixation
Participant0001,Recording1,1080,1920,512047067.0,608.0,68.0,2.98,2.93,Fixation
Participant0001,Recording1,1080,1920,512055456.0,615.0,65.0,,,Fixation
Participant0001,Recording1,1080,1920,512063731.0,593.0,81.0,,,Fixation
Participant0001,Recording1,1080,1920,512072075.0,615.0,67.0,3.19,3.02,Fixation
Participant0001,Recording1,1080,1920,512080401.0,625.0,81.0,,,Fixation
Participant0001,Recording1,1080,1920,512088729.0,608.0,56.0,,,Fixation
Participant0001,Recording1,1080,1920,512097062.0,613.0,56.0,3.19,3.02,Fixation
Participant0001,Recording1,1080,1920,512105399.0,619.0,46.0,,,Fixation
Participant0001,Recording1,1080,1920,512113727.0,591.0,76.0,,,Saccade
Participant0001,Recording1,1080,1920,512122119.0,612.0,92.0,2.95,2.98,Saccade
Participant0001,Recording1,1080,1920,512130395.0,731.0,147.0,,,Saccade
Participant0001,Recording1,1080,1920,512138724.0,687.0,198.0,,,Saccade
Participant0001,Recording1,1080,1920,512147055.0,872.0,290.0,3.05,3.17,Saccade
Participant0001,Recording1,1080,1920,512155445.0,906.0,291.0,,,Saccade
Participant0001,Recording1,1080,1920,512163771.0,994.0,406.0,,,Saccade
Participant0001,Recording1,1080,1920,512172053.0,1003.0,411.0,,3.19,Saccade
Participant0001,Recording1,1080,1920,512180452.0,1012.0,392.0,,,Saccade
Participant0001,Recording1,1080,1920,512188776.0,1045.0,281.0,,,Saccade
Participant0001,Recording1,1080,1920,512197106.0,1045.0,281.0,,3.25,Saccade
Participant0001,Recording1,1080,1920,512205450.0,1024.0,375.0,,,Saccade
Participant0001,Recording1,1080,1920,512213800.0,1034.0,355.0,,,Unclassified
Participant0001,Recording1,1080,1920,512222078.0,1026.0,380.0,3.15,3.12,Saccade
Participant0001,Recording1,1080,1920,512230383.0,1035.0,425.0,,,Saccade
Participant0001,Recording1,1080,1920,512238734.0,1038.0,446.0,,,Unclassified
Participant0001,Recording1,1080,1920,512247055.0,1043.0,441.0,3.09,3.19,Saccade
Participant0001,Recording1,1080,1920,512255422.0,1101.0,464.0,,,Saccade
Participant0001,Recording1,1080,1920,512263717.0,1030.0,317.0,,,Saccade
Participant0001,Recording1,1080,1920,512272110.0,1066.0,416.0,3.22,3.01,Saccade
Participant0001,Recording1,1080,1920,512280381.0,1050.0,370.0,,,Fixation
Participant0001,Recording1,1080,1920,512288711.0,1053.0,391.0,,,Fixation
Participant0001,Recording1,1080,1920,512297046.0,1052.0,380.0,3.2,3.2,Fixation
Participant0001,Recording1,1080,1920,512305439.0,1033.0,419.0,,,Fixation
Participant0001,Recording1,1080,1920,512313708.0,1040.0,399.0,,,Fixation
Participant0001,Recording1,1080,1920,512322046.0,1056.0,384.0,3.01,3.18,Fixation
Participant0001,Recording1,1080,1920,512330373.0,1064.0,392.0,,,Fixation
Participant0001,Recording1,1080,1920,512338702.0,1050.0,379.0,,,Fixation
Participant0001,Recording1,1080,1920,512347052.0,1057.0,365.0,2.98,3.3,Saccade
Participant0001,Recording1,1080,1920,512355378.0,1053.0,440.0,,,Saccade
Participant0001,Recording1,1080,1920,512363699.0,1048.0,506.0,,,Saccade
Participant0001,Recording1,1080,1920,512372031.0,1055.0,562.0,3.28,3.13,Saccade
Participant0001,Recording1,1080,1920,512380367.0,1062.0,553.0,,,Saccade
Participant0001,Recording1,1080,1920,512388697.0,1092.0,526.0,,,Saccade
Participant0001,Recording1,1080,1920,512397025.0,1093.0,526.0,3.21,3.31,Unclassified
Participant0001,Recording1,1080,1920,512405360.0,1101.0,532.0,,,Saccade
Participant0001,Recording1,1080,1920,512413717.0,1091.0,599.0,,,Saccade
Participant0001,Recording1,1080,1920,512422042.0,1090.0,599.0,3.23,3.31,Unclassified
Participant0001,Recording1,1080,1920,512430382.0,1078.0,596.0,,,Saccade
Participant0001,Recording1,1080,1920,512438698.0,1078.0,567.0,,,Saccade
Participant0001,Recording1,1080,1920,512447031.0,1093.0,541.0,2.94,3.22,Fixation
Participant0001,Recording1,1080,1920,512455363.0,1087.0,554.0,,,Fixation
Participant0001,Recording1,1080,1920,512463690.0,1089.0,565.0,,,Fixation
Participant0001,Recording1,1080,1920,512472028.0,1083.0,587.0,3.16,3.12,Fixation
Participant0001,Recording1,1080,1920,512480363.0,1110.0,607.0,,,Fixation
Participant0001,Recording1,1080,1920,512488692.0,1072.0,571.0,,,Fixation
Participant0001,Recording1,1080,1920,512497028.0,1075.0,586.0,3.02,3.31,Fixation
Participant0001,Recording1,1080,1920,512505349.0,1089.0,566.0,,,Fixation
Participant0001,Recording1,1080,1920,512513718.0,1093.0,529.0,,,Saccade
Participant0001,Recording1,1080,1920,512522012.0,1088.0,549.0,3.21,3.05,Unclassified
Participant0001,Recording1,1080,1920,512530381.0,1095.0,530.0,,,Unclassified
Participant0001,Recording1,1080,1920,512538677.0,1080.0,532.0,,,Saccade
Participant0001,Recording1,1080,1920,512547126.0,1070.0,566.0,3.26,3.32,Saccade
Participant0001,Recording1,1080,1920,512555354.0,1036.0,590.0,,,Saccade
Participant0001,Recording1,1080,1920,512563681.0,998.0,542.0,,,Saccade
Participant0001,Recording1,1080,1920,512572014.0,994.0,553.0,3.1,3.34,Unclassified
Participant0001,Recording1,1080,1920,512580340.0,976.0,556.0,,,Unclassified
Participant0001,Recording1,1080,1920,512588726.0,983.0,554.0,,,Unclassified
Participant0001,Recording1,1080,1920,512597076.0,981.0,585.0,3.26,3.43,Unclassified
Participant0001,Recording1,1080,1920,512605340.0,976.0,484.0,,,Unclassified
Participant0001,Recording1,1080,1920,512613671.0,977.0,577.0,,,Unclassified
Participant0001,Recording1,1080,1920,512622089.0,973.0,567.0,3.26,3.36,Saccade
Participant0001,Recording1,1080,1920,512630398.0,1033.0,559.0,,,Saccade
Participant0001,Recording1,1080,1920,512638667.0,1027.0,564.0,,,Unclassified
Participant0001,Recording1,1080,1920,512647011.0,1023.0,578.0,3.19,3.36,Saccade
Participant0001,Recording1,1080,1920,512655390.0,993.0,548.0,,,Saccade
Participant0001,Recording1,1080,1920,512663666.0,988.0,547.0,,,Unclassified
Participant0001,Recording1,1080,1920,512671997.0,988.0,547.0,3.24,3.31,Unclassified
Participant0001,Recording1,1080,1920,512680332.0,968.0,593.0,,,Saccade
Participant0001,Recording1,1080,1920,512688661.0,975.0,565.0,,,Unclassified
Participant0001,Recording1,1080,1920,512696993.0,972.0,575.0,3.33,3.37,Saccade
Participant0001,Recording1,1080,1920,512705330.0,1007.0,553.0,,,Saccade
Participant0001,Recording1,1080,1920,512713726.0,1003.0,550.0,,,Unclassified
Participant0001,Recording1,1080,1920,512721990.0,996.0,561.0,3.14,3.29,Unclassified
Participant0001,Recording1,1080,1920,512730412.0,990.0,528.0,,,Saccade
Participant0001,Recording1,1080,1920,512738654.0,966.0,552.0,,,Saccade
Participant0001,Recording1,1080,1920,512747051.0,933.0,563.0,3.39,3.17,Saccade
Participant0001,Recording1,1080,1920,512755330.0,907.0,587.0,,,Saccade
Participant0001,Recording1,1080,1920,512763738.0,891.0,529.0,,,Saccade
Participant0001,Recording1,1080,1920,512771985.0,894.0,548.0,3.37,3.34,Unclassified
Participant0001,Recording1,1080,1920,512780320.0,872.0,534.0,,,Unclassified
Participant0001,Recording1,1080,1920,512788651.0,878.0,541.0,,,Unclassified
Participant0001,Recording1,1080,1920,512796982.0,874.0,527.0,3.38,3.27,Unclassified
Participant0001,Recording1,1080,1920,512805390.0,893.0,540.0,,,Unclassified
Participant0001,Recording1,1080,1920,512813673.0,895.0,524.0,,,Unclassified
Participant0001,Recording1,1080,1920,512822031.0,889.0,518.0,3.37,3.21,Saccade
Participant0001,Recording1,1080,1920,512830358.0,837.0,581.0,,,Saccade
Participant0001,Recording1,1080,1920,512838653.0,855.0,569.0,,,Fixation
Participant0001,Recording1,1080,1920,512847021.0,855.0,543.0,3.07,3.13,Fixation
Participant0001,Recording1,1080,1920,512855354.0,834.0,554.0,,,Fixation
Participant0001,Recording1,1080,1920,512863645.0,819.0,539.0,,,Fixation
Participant0001,Recording1,1080,1920,512872012.0,817.0,517.0,3.35,3.16,Fixation
Participant0001,Recording1,1080,1920,512880307.0,845.0,517.0,,,Fixation
Participant0001,Recording1,1080,1920,512888801.0,852.0,547.0,,,Fixation
Participant0001,Recording1,1080,1920,512896968.0,863.0,588.0,3.4,3.22,Fixation
Participant0001,Recording1,1080,1920,512905407.0,866.0,575.0,,,Fixation
Participant0001,Recording1,1080,1920,512913632.0,867.0,608.0,,,Fixation
Participant0001,Recording1,1080,1920,512921979.0,861.0,591.0,3.02,3.23,Fixation
Participant0001,Recording1,1080,1920,512930299.0,855.0,593.0,,,Fixation
Participant0001,Recording1,1080,1920,512938720.0,849.0,582.0,,,Saccade
Participant0001,Recording1,1080,1920,512946961.0,840.0,570.0,3.39,3.09,Unclassified
Participant0001,Recording1,1080,1920,512955308.0,827.0,558.0,,,Unclassified
Participant0001,Recording1,1080,1920,512963629.0,833.0,592.0,,,Unclassified
Participant0001,Recording1,1080,1920,512971962.0,827.0,558.0,3.38,3.04,Unclassified
Participant0001,Recording1,1080,1920,512980297.0,844.0,576.0,,,Saccade
Participant0001,Recording1,1080,1920,512988636.0,863.0,574.0,,,Unclassified
Participant0001,Recording1,1080,1920,512996995.0,864.0,571.0,3.27,3.13,Unclassified
Participant0001,Recording1,1080,1920,513005354.0,877.0,553.0,,,Saccade
Participant0001,Recording1,1080,1920,513013684.0,873.0,577.0,,,Saccade
Participant0001,Recording1,1080,1920,513022010.0,959.0,579.0,3.23,3.38,Saccade
Participant0001,Recording1,1080,1920,513030290.0,1101.0,550.0,,,Saccade
Participant0001,Recording1,1080,1920,513038621.0,1211.0,554.0,,,Saccade
Participant0001,Recording1,1080,1920,513046954.0,1282.0,539.0,3.04,3.2,Saccade
Participant0001,Recording1,1080,1920,513055344.0,1291.0,534.0,,,Saccade
Participant0001,Recording1,1080,1920,513063622.0,1311.0,511.0,,,Fixation
Participant0001,Recording1,1080,1920,513071951.0,1304.0,520.0,3.08,3.18,Fixation
Participant0001,Recording1,1080,1920,513080282.0,1310.0,541.0,,,Fixation
Participant0001,Recording1,1080,1920,513088614.0,1342.0,494.0,,,Fixation
Participant0001,Recording1,1080,1920,513096946.0,1299.0,532.0,3.09,3.13,Fixation
Participant0001,Recording1,1080,1920,513105279.0,1324.0,501.0,,,Fixation
Participant0001,Recording1,1080,1920,513113612.0,1301.0,514.0,,,Fixation
Participant0001,Recording1,1080,1920,513122005.0,1285.0,536.0,3.19,3.08,Fixation
Participant0001,Recording1,1080,1920,513130336.0,1282.0,523.0,,,Fixation
Participant0001,Recording1,1080,1920,513138608.0,1287.0,537.0,,,Fixation
Participant0001,Recording1,1080,1920,513147037.0,1300.0,527.0,3.15,3.15,Fixation
Participant0001,Recording1,1080,1920,513155273.0,1300.0,546.0,,,Fixation
Participant0001,Recording1,1080,1920,513163661.0,1294.0,526.0,,,Fixation
Participant0001,Recording1,1080,1920,513171990.0,1311.0,515.0,3.14,3.29,Fixation
Participant0001,Recording1,1080,1920,513180358.0,1315.0,488.0,,,Fixation
Participant0001,Recording1,1080,1920,513188603.0,1301.0,527.0,,,Fixation
Participant0001,Recording1,1080,1920,513196936.0,1286.0,559.0,3.19,3.21,Fixation
Participant0001,Recording1,1080,1920,513205333.0,1328.0,545.0,,,Saccade
Participant0001,Recording1,1080,1920,513213600.0,1334.0,511.0,,,Saccade
Participant0001,Recording1,1080,1920,513221939.0,1345.0,504.0,3.1,3.21,Fixation
Participant0001,Recording1,1080,1920,513230266.0,1335.0,533.0,,,Fixation
Participant0001,Recording1,1080,1920,513238598.0,1322.0,502.0,,,Fixation
Participant0001,Recording1,1080,1920,513246931.0,1324.0,510.0,2.76,3.18,Fixation
Participant0001,Recording1,1080,1920,513255297.0,1338.0,500.0,,,Fixation
Participant0001,Recording1,1080,1920,513263597.0,1343.0,533.0,,,Fixation
Participant0001,Recording1,1080,1920,513271927.0,1318.0,564.0,3.24,3.18,Fixation
Participant0001,Recording1,1080,1920,513280262.0,1321.0,544.0,,,Fixation
Participant0001,Recording1,1080,1920,513288594.0,1281.0,559.0,,,Fixation
Participant0001,Recording1,1080,1920,513296925.0,1273.0,561.0,3.15,3.33,Fixation
Participant0001,Recording1,1080,1920,513305345.0,1300.0,532.0,,,Fixation
Participant0001,Recording1,1080,1920,513313588.0,1364.0,491.0,,,Fixation
Participant0001,Recording1,1080,1920,513321922.0,1326.0,530.0,3.16,3.34,Saccade
Participant0001,Recording1,1080,1920,513330332.0,1280.0,563.0,,,Saccade
Participant0001,Recording1,1080,1920,513338586.0,1271.0,564.0,,,Unclassified
Participant0001,Recording1,1080,1920,513347011.0,1278.0,550.0,3.18,3.2,Saccade
Participant0001,Recording1,1080,1920,513355265.0,1287.0,619.0,,,Saccade
Participant0001,Recording1,1080,1920,513363583.0,1311.0,603.0,,,Saccade
Participant0001,Recording1,1080,1920,513371975.0,1318.0,600.0,3.12,3.19,Saccade
Participant0001,Recording1,1080,1920,513380305.0,1346.0,564.0,,,Saccade
Participant0001,Recording1,1080,1920,513388639.0,1313.0,559.0,,,Fixation
Participant0001,Recording1,1080,1920,513396968.0,1318.0,557.0,2.97,3.25,Fixation
Participant0001,Recording1,1080,1920,513405247.0,1325.0,538.0,,,Fixation
Participant0001,Recording1,1080,1920,513413578.0,1330.0,529.0,,,Fixation
Participant0001,Recording1,1080,1920,513421912.0,1303.0,553.0,2.87,3.19,Fixation
Participant0001,Recording1,1080,1920,513430242.0,1305.0,549.0,,,Fixation
Participant0001,Recording1,1080,1920,513438575.0,1299.0,526.0,,,Fixation
Participant0001,Recording1,1080,1920,513446908.0,1302.0,533.0,3.01,3.2,Fixation
Participant0001,Recording1,1080,1920,513455329.0,1307.0,532.0,,,Fixation
Participant0001,Recording1,1080,1920,513463572.0,1313.0,532.0,,,Fixation
Participant0001,Recording1,1080,1920,513471906.0,1299.0,540.0,3.18,3.2,Fixation
Participant0001,Recording1,1080,1920,513480237.0,1322.0,528.0,,,Fixation
Participant0001,Recording1,1080,1920,513488569.0,1322.0,524.0,,,Fixation
Participant0001,Recording1,1080,1920,513496902.0,1328.0,515.0,3.06,3.13,Fixation
Participant0001,Recording1,1080,1920,513505256.0,1299.0,537.0,,,Fixation
Participant0001,Recording1,1080,1920,513513567.0,1309.0,533.0,,,Fixation
Participant0001,Recording1,1080,1920,513521899.0,1317.0,522.0,3.15,3.16,Saccade
Participant0001,Recording1,1080,1920,513530292.0,1296.0,571.0,,,Saccade
Participant0001,Recording1,1080,1920,513538563.0,1309.0,579.0,,,Saccade
Participant0001,Recording1,1080,1920,513546897.0,1267.0,598.0,3.04,3.16,Saccade
Participant0001,Recording1,1080,1920,513555243.0,,,,,EyesNotFound
Participant0001,Recording1,1080,1920,513563560.0,1280.0,588.0,,,Saccade
Participant0001,Recording1,1080,1920,513571891.0,1302.0,576.0,2.99,3.14,Saccade
Participant0001,Recording1,1080,1920,513580289.0,1288.0,563.0,,,Saccade
Participant0001,Recording1,1080,1920,513588557.0,1234.0,535.0,,,Saccade
Participant0001,Recording1,1080,1920,513596892.0,1225.0,517.0,3.33,3.35,Saccade
Participant0001,Recording1,1080,1920,513605309.0,1078.0,579.0,,,Saccade
Participant0001,Recording1,1080,1920,513613557.0,986.0,573.0,,,Saccade
Participant0001,Recording1,1080,1920,513621941.0,975.0,579.0,3.13,3.34,Unclassified
Participant0001,Recording1,1080,1920,513630224.0,975.0,567.0,,,Unclassified
Participant0001,Recording1,1080,1920,513638552.0,984.0,580.0,,,Unclassified
Participant0001,Recording1,1080,1920,513646888.0,982.0,560.0,3.33,3.28,Unclassified
Participant0001,Recording1,1080,1920,513655226.0,978.0,545.0,,,Unclassified
Participant0001,Recording1,1080,1920,513663553.0,993.0,520.0,,,Saccade
Participant0001,Recording1,1080,1920,513671883.0,985.0,559.0,3.21,3.31,Unclassified
Participant0001,Recording1,1080,1920,513680215.0,1010.0,518.0,,,Saccade
Participant0001,Recording1,1080,1920,513688546.0,979.0,547.0,,,Fixation
Participant0001,Recording1,1080,1920,513696878.0,981.0,554.0,3.31,3.29,Fixation
Participant0001,Recording1,1080,1920,513705213.0,954.0,575.0,,,Fixation
Participant0001,Recording1,1080,1920,513713543.0,966.0,530.0,,,Fixation
Participant0001,Recording1,1080,1920,513721876.0,961.0,560.0,3.28,3.27,Fixation
Participant0001,Recording1,1080,1920,513730267.0,984.0,546.0,,,Fixation
Participant0001,Recording1,1080,1920,513738540.0,985.0,552.0,,,Fixation
Participant0001,Recording1,1080,1920,513746937.0,983.0,584.0,3.32,3.36,Fixation
Participant0001,Recording1,1080,1920,513755223.0,968.0,536.0,,,Fixation
Participant0001,Recording1,1080,1920,513763610.0,971.0,500.0,,,Fixation
Participant0001,Recording1,1080,1920,513771870.0,976.0,530.0,3.41,3.33,Fixation
Participant0001,Recording1,1080,1920,513780203.0,972.0,573.0,,,Fixation
Participant0001,Recording1,1080,1920,513788616.0,971.0,520.0,,,Fixation
Participant0001,Recording1,1080,1920,513796868.0,963.0,509.0,3.17,3.25,Saccade
Participant0001,Recording1,1080,1920,513805256.0,959.0,492.0,,,Saccade
Participant0001,Recording1,1080,1920,513813533.0,937.0,412.0,,,Saccade
Participant0001,Recording1,1080,1920,513821865.0,928.0,371.0,3.32,3.2,Saccade
Participant0001,Recording1,1080,1920,513830256.0,937.0,299.0,,,Saccade
Participant0001,Recording1,1080,1920,513838530.0,918.0,276.0,,,Fixation
Participant0001,Recording1,1080,1920,513846863.0,913.0,291.0,3.16,3.18,Fixation
Participant0001,Recording1,1080,1920,513855203.0,917.0,300.0,,,Fixation
Participant0001,Recording1,1080,1920,513863530.0,930.0,262.0,,,Fixation
Participant0001,Recording1,1080,1920,513871862.0,933.0,263.0,3.14,3.25,Fixation
Participant0001,Recording1,1080,1920,513880191.0,943.0,288.0,,,Fixation
Participant0001,Recording1,1080,1920,513888524.0,944.0,289.0,,,Fixation
Participant0001,Recording1,1080,1920,513896862.0,943.0,289.0,3.17,3.18,Fixation
Participant0001,Recording1,1080,1920,513905196.0,930.0,297.0,,,Saccade
Participant0001,Recording1,1080,1920,513913523.0,929.0,325.0,,,Saccade
Participant0001,Recording1,1080,1920,513921914.0,930.0,344.0,3.23,3.22,Unclassified
Participant0001,Recording1,1080,1920,513930250.0,921.0,322.0,,,Saccade
Participant0001,Recording1,1080,1920,513938518.0,925.0,294.0,,,Saccade
Participant0001,Recording1,1080,1920,513946909.0,925.0,296.0,3.15,3.16,Fixation
Participant0001,Recording1,1080,1920,513955191.0,935.0,272.0,,,Fixation
Participant0001,Recording1,1080,1920,513963515.0,942.0,274.0,,,Fixation
Participant0001,Recording1,1080,1920,513971857.0,940.0,261.0,3.16,3.08,Fixation
Participant0001,Recording1,1080,1920,513980180.0,934.0,304.0,,,Fixation
Participant0001,Recording1,1080,1920,513988588.0,933.0,271.0,,,Fixation
Participant0001,Recording1,1080,1920,513996846.0,934.0,271.0,3.14,3.25,Fixation
Participant0001,Recording1,1080,1920,514005236.0,923.0,322.0,,,Fixation
Participant0001,Recording1,1080,1920,514013569.0,918.0,312.0,,,Fixation
Participant0001,Recording1,1080,1920,514021843.0,920.0,297.0,3.13,3.29,Fixation
Participant0001,Recording1,1080,1920,514030235.0,915.0,283.0,,,Fixation
Participant0001,Recording1,1080,1920,514038507.0,918.0,302.0,,,Fixation
Participant0001,Recording1,1080,1920,514046920.0,918.0,301.0,3.1,3.2,Fixation
Participant0001,Recording1,1080,1920,514055181.0,921.0,264.0,,,Fixation
Participant0001,Recording1,1080,1920,514063508.0,938.0,284.0,,,Fixation
Participant0001,Recording1,1080,1920,514071837.0,933.0,300.0,3.13,3.27,Fixation
Participant0001,Recording1,1080,1920,514080170.0,947.0,243.0,,,Fixation
Participant0001,Recording1,1080,1920,514088501.0,952.0,288.0,,,Fixation
Participant0001,Recording1,1080,1920,514096916.0,944.0,297.0,3.15,3.21,Fixation
Participant0001,Recording1,1080,1920,514105247.0,957.0,277.0,,,Saccade
Participant0001,Recording1,1080,1920,514113501.0,965.0,261.0,,,Unclassified
Participant0001,Recording1,1080,1920,514121831.0,975.0,261.0,3.07,3.15,Saccade
Participant0001,Recording1,1080,1920,514130222.0,1007.0,261.0,,,Saccade
Participant0001,Recording1,1080,1920,514138495.0,1057.0,230.0,,,Saccade
Participant0001,Recording1,1080,1920,514146888.0,1103.0,215.0,3.1,3.14,Saccade
Participant0001,Recording1,1080,1920,514155217.0,1139.0,177.0,,,Saccade
Participant0001,Recording1,1080,1920,514163497.0,1147.0,190.0,,,Unclassified
Participant0001,Recording1,1080,1920,514171882.0,1143.0,193.0,3.16,3.23,Unclassified
Participant0001,Recording1,1080,1920,514180210.0,1160.0,200.0,,,Unclassified
Participant0001,Recording1,1080,1920,514188490.0,1162.0,197.0,,,Unclassified
Participant0001,Recording1,1080,1920,514196822.0,1147.0,207.0,3.1,3.15,Saccade
Participant0001,Recording1,1080,1920,514205209.0,1137.0,249.0,,,Saccade
Participant0001,Recording1,1080,1920,514213541.0,1137.0,250.0,,,Unclassified
Participant0001,Recording1,1080,1920,514221877.0,1151.0,243.0,3.27,3.13,Saccade
Participant0001,Recording1,1080,1920,514230208.0,1159.0,192.0,,,Saccade
Participant0001,Recording1,1080,1920,514238485.0,1153.0,177.0,,,Saccade
Participant0001,Recording1,1080,1920,514246819.0,1153.0,159.0,3.03,3.26,Fixation
Participant0001,Recording1,1080,1920,514255209.0,1144.0,147.0,,,Fixation
Participant0001,Recording1,1080,1920,514263484.0,1156.0,182.0,,,Fixation
Participant0001,Recording1,1080,1920,514271814.0,1160.0,175.0,3.22,3.17,Fixation
Participant0001,Recording1,1080,1920,514280148.0,1163.0,182.0,,,Fixation
Participant0001,Recording1,1080,1920,514288480.0,1147.0,196.0,,,Fixation
Participant0001,Recording1,1080,1920,514296873.0,1157.0,174.0,3.1,3.25,Fixation
Participant0001,Recording1,1080,1920,514305225.0,1141.0,201.0,,,Fixation
Participant0001,Recording1,1080,1920,514313476.0,1149.0,210.0,,,Saccade
Participant0001,Recording1,1080,1920,514321898.0,1183.0,232.0,3.19,3.17,Saccade
Participant0001,Recording1,1080,1920,514330140.0,1228.0,330.0,,,Saccade
Participant0001,Recording1,1080,1920,514338473.0,1241.0,356.0,,,Saccade
Participant0001,Recording1,1080,1920,514346865.0,1249.0,373.0,3.14,3.3,Saccade
Participant0001,Recording1,1080,1920,514355201.0,1279.0,321.0,,,Saccade
Participant0001,Recording1,1080,1920,514363471.0,1280.0,319.0,,,Fixation
Participant0001,Recording1,1080,1920,514371818.0,1288.0,324.0,3.09,3.28,Fixation
Participant0001,Recording1,1080,1920,514380135.0,1304.0,320.0,,,Fixation
Participant0001,Recording1,1080,1920,514388468.0,1311.0,347.0,,,Fixation
Participant0001,Recording1,1080,1920,514396854.0,1320.0,319.0,3.38,3.15,Fixation
Participant0001,Recording1,1080,1920,514405204.0,1317.0,306.0,,,Fixation
Participant0001,Recording1,1080,1920,514413519.0,1292.0,313.0,,,Fixation
Participant0001,Recording1,1080,1920,514421856.0,1282.0,333.0,3.2,3.18,Fixation
Participant0001,Recording1,1080,1920,514430129.0,1279.0,330.0,,,Fixation
Participant0001,Recording1,1080,1920,514438461.0,1284.0,305.0,,,Fixation
Participant0001,Recording1,1080,1920,514446794.0,1279.0,311.0,3.42,3.26,Fixation
Participant0001,Recording1,1080,1920,514455209.0,1296.0,301.0,,,Fixation
Participant0001,Recording1,1080,1920,514463459.0,1292.0,348.0,,,Saccade
Participant0001,Recording1,1080,1920,514471792.0,1313.0,313.0,3.41,3.3,Saccade
Participant0001,Recording1,1080,1920,514480124.0,1313.0,422.0,,,Saccade
Participant0001,Recording1,1080,1920,514488456.0,1265.0,376.0,,,Unclassified
Participant0001,Recording1,1080,1920,514496847.0,1248.0,399.0,3.26,3.14,Saccade
Participant0001,Recording1,1080,1920,514505121.0,1260.0,333.0,,,Saccade
Participant0001,Recording1,1080,1920,514513453.0,1257.0,346.0,,,Fixation
Participant0001,Recording1,1080,1920,514521786.0,1258.0,356.0,3.36,3.25,Fixation
Participant0001,Recording1,1080,1920,514530163.0,1302.0,334.0,,,Fixation
Participant0001,Recording1,1080,1920,514538452.0,1304.0,320.0,,,Fixation
